-4.766043558579294626e+00,-3.871006991851143539e+03
8.302518066070524583e+01,2.955189490459373919e+05
3.070493526895830882e+01,3.414641067395054961e+03
-9.120420612672540983e+01,-5.658014130918374285e+05
-7.421450631412852772e+01,-6.522068205649544252e+05
-9.406561714347250813e+01,-1.085218735970356502e+06
-1.278757353816381759e+01,-7.320700472335604445e+02
1.869951146274502207e-01,-2.925274852967140191e+02
-2.634067834956730891e+01,-5.663199814391310065e+04
6.573107775084014293e+01,8.752028249036004127e+04
-5.464698056345677202e+01,-3.095517064606315107e+05
7.816073321218760839e+01,2.823192800421119900e+05
4.993472055698638457e+01,4.373344664409582037e+04
8.391584348605664445e+01,6.517343289908337174e+05
-4.512394670597344337e+00,-9.427643798218919358e+01
-9.767470509751268537e+01,-1.085236203310963931e+06
4.301227998131660968e+01,5.181212553981770179e+04
8.880758915291093558e+01,6.980713719435703242e+05
3.397511972976177219e+01,1.351749707327435863e+04
-1.033499553218028666e+01,-3.699063151734502753e+04
-3.352721375375977431e+01,-1.716482279302805255e+05
7.816100274808371751e+01,4.684736482735190657e+05
-6.649480515976097195e+01,-4.335103341058876831e+05
1.830542561263282408e+00,-4.713292342105734747e+02
7.995156290126723775e+01,7.971509029499548487e+05
7.021705281552013389e+01,1.620198729355791584e+05
-8.144567424249039789e+01,-5.866316292024581926e+05
-9.521688755089022038e+01,-7.469672125704276841e+05
-1.524856491891799593e+01,-2.771486190352620179e+04
6.228379055329655856e+00,-2.249710309331176745e+02
-4.095631873025836001e+01,-4.418937120486459753e+04
4.616235753367881500e+01,5.180908263133740547e+04
-2.616554210750366138e+01,-1.942300235037740322e+03
-6.688286805158169557e+01,-2.117355973361759097e+05
-6.343649071009636486e+01,-2.699757406651718193e+05
4.216691865202932377e+00,-1.921641740291081533e+03
-1.942719440095221017e+00,-8.975872875627050007e+01
-5.214853352066965186e+01,-1.214670859117220534e+05
-8.802236150349865795e+01,-6.985310429895670386e+05
-4.481081418129413407e+00,-4.800585421782169533e+02
3.220617024047705002e-01,-4.933106988475280446e+02
-4.042283220649180464e+01,-2.770835458846418624e+04
7.148957641339177371e+01,5.057816586355733452e+05
3.474032793399641150e+01,5.202335620032051338e+03
-1.102229745257699562e+02,-8.777469452115728054e+05
-1.654181587243601825e+01,8.969473882034282752e+00
-1.983249064591172228e+01,-3.867999442080573317e+03
6.164757485971469464e+01,3.375169405905605527e+05
-3.116732011819716064e+01,-8.799152380640311458e+04
-7.091973081143578383e+01,-7.720242686806145357e+05
-7.288910104096945020e+01,-3.379833134060272132e+05
-1.906742281905106751e+01,-1.005242625025614834e+05
-2.111689826431152284e+01,-3.368358072662920313e+04
-9.145518789366295209e+01,-6.985139954588257242e+05
-5.339611809169124967e+01,-1.716385103853619366e+05
-2.027208550949505650e+01,-1.398186656860950461e+04
6.908608381691901457e+01,2.112749299468028476e+05
-7.767217102463249034e+01,-3.379747228317400441e+05
-7.629404679550495416e+01,-6.079735303000446875e+05
8.365310729557788250e+01,7.715506005399066489e+05
-4.618227697019449352e+01,-1.909944168887549895e+05
7.664473836689805530e+00,-4.038863600827692153e+02
3.664528402444042854e+01,3.404562744590239163e+03
9.937116928006834371e+01,4.684656812120585819e+05
1.111567141503743414e+02,7.220396161057590507e+05
8.789092630173661291e+01,3.833008868751503760e+05
6.100336487065862912e+01,3.091108120859079645e+05
4.170665501971697608e+01,7.463193688003255374e+03
