best_fitness,q1_fitness,average_fitness,q3_fitness
0.6459727988606073,0.21987431632280083,0.39245654564144045,0.39245654564144045
0.6459727988606073,0.2677759132495387,0.39245654564144045,0.5673838548396157
0.6459727988606073,0.2818447346668573,0.3944384037815214,0.5687826441255805
0.6459727988606073,0.25251289591882187,0.39245654564144045,0.5039209035996325
0.6459727988606073,0.28838161916857996,0.39245654564144045,0.5673838548396157
0.6459727988606073,0.2818447346668573,0.3944384037815214,0.572979011983475
0.6459727988606073,0.21987431632280083,0.3944384037815214,0.5673838548396157
0.6459727988606073,0.3919007564111719,0.46782715366025873,0.5687826441255805
0.6459727988606073,0.21987431632280083,0.39245654564144045,0.572979011983475
0.6459727988606073,0.36545535175246247,0.4224168915913948,0.572979011983475
0.6459727988606073,0.2675387542783849,0.39245654564144045,0.572979011983475
0.6459727988606073,0.2818447346668573,0.39245654564144045,0.5774271496181965
0.6459727988606073,0.28380001123086074,0.3944384037815214,0.5687826441255805
0.7346378468753342,0.3254375568266725,0.4021296933396321,0.572979011983475
0.7346378468753342,0.2877298603139122,0.4246539913612408,0.6459727988606073
0.7346378468753342,0.2601577033079544,0.39245654564144045,0.6459727988606073
0.7803643617815812,0.28838161916857996,0.44530285563865,0.6459727988606073
0.7803643617815812,0.3448587608900674,0.4946157822125482,0.6459727988606073
0.7803643617815812,0.3012679422142221,0.39245654564144045,0.6459727988606073
0.7803643617815812,0.2818447346668573,0.4618976812778095,0.6459727988606073
0.7803643617815812,0.369720445483237,0.572979011983475,0.6459727988606073
0.7803643617815812,0.30279939077410734,0.572979011983475,0.6459727988606073
0.7803643617815812,0.2818447346668573,0.46782715366025873,0.6459727988606073
0.7803643617815812,0.2675387542783849,0.46782715366025873,0.6459727988606073
0.7803643617815812,0.1874413148705593,0.341501829968143,0.6459727988606073
0.7803643617815812,0.22462081311296772,0.5544506697042432,0.6459727988606073
0.7803643617815812,0.2993062336652038,0.5186286542361584,0.6459727988606073
0.7803643617815812,0.3867725206018896,0.48276658651963805,0.6459727988606073
0.7803643617815812,0.39245654564144045,0.572979011983475,0.6459727988606073
0.7952129753562711,0.28380001123086074,0.4433216238138582,0.6459727988606073
0.7952129753562711,0.2818447346668573,0.5067794585432484,0.6459727988606073
0.7952129753562711,0.2500512121434777,0.47043244446780186,0.6459727988606073
0.7952129753562711,0.2818447346668573,0.4244339503968214,0.6459727988606073
0.7952129753562711,0.2818447346668573,0.4244339503968214,0.6459727988606073
0.7952129753562711,0.36385384846368896,0.5544506697042432,0.6459727988606073
0.7952129753562711,0.28969156886293046,0.4469582484184302,0.6459727988606073
0.7952129753562711,0.3278511936051965,0.4021296933396321,0.6272522857795568
0.7952129753562711,0.3496008730809414,0.4528877208008794,0.6459727988606073
0.7952129753562711,0.3048996183516553,0.48592726242910683,0.6459727988606073
0.7952129753562711,0.33225350624871475,0.48276658651963805,0.6459727988606073
0.7952129753562711,0.39245654564144045,0.5701814334115454,0.6459727988606073
0.7952129753562711,0.2663521300808432,0.3964202619216023,0.6459727988606073
0.7952129753562711,0.2878393153234601,0.46782715366025873,0.6459727988606073
0.7952129753562711,0.36105834871420117,0.4759106774276821,0.6459727988606073
0.7952129753562711,0.39245654564144045,0.5544506697042432,0.668139060864289
0.7952129753562711,0.3381841537054079,0.5296462048095265,0.6459727988606073
0.7952129753562711,0.36746568499275345,0.5182889813125067,0.668139060864289
0.8277783884942778,0.33309143470500147,0.47598034715251786,0.6459727988606073
0.8277783884942778,0.2892743799597367,0.4690547683357262,0.6459727988606073
0.8277783884942778,0.39245654564144045,0.4528877208008794,0.6459727988606073
0.8277783884942778,0.39245654564144045,0.5690187820443628,0.6720403289496601
0.8277783884942778,0.3677953701352243,0.5090416806458715,0.6459727988606073
0.8277783884942778,0.39245654564144045,0.5266555586343612,0.6505980201980871
0.8277783884942778,0.3012679422142221,0.46782715366025873,0.6459727988606073
0.8277783884942778,0.356137699795447,0.47004077158751145,0.6272522857795568
0.8277783884942778,0.36105834871420117,0.48276658651963805,0.6459727988606073
0.8277783884942778,0.3580786224196507,0.49009563157093305,0.6644736842105263
0.8277783884942778,0.39245654564144045,0.5011931957643762,0.6644736842105263
0.8277783884942778,0.2818447346668573,0.4620266159484877,0.7952129753562711
0.8277783884942778,0.39245654564144045,0.5969955633680075,0.7952129753562711
0.8277783884942778,0.34193156921907275,0.5706537092491101,0.7952129753562711
0.8277783884942778,0.39245654564144045,0.5690187820443628,0.7952129753562711
0.8277783884942778,0.36105834871420117,0.5673838548396157,0.8016509246765616
0.8277783884942778,0.4499229846096548,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.5580521568939084,0.8016509246765616,0.8016509246765616
0.8277783884942778,0.3919007564111719,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.3677953701352243,0.49015176616622297,0.8016509246765616
0.8277783884942778,0.39542933285156184,0.677824980813937,0.8016509246765616
0.8277783884942778,0.4349409733248732,0.7649254111158026,0.8016509246765616
0.8277783884942778,0.3295075101437769,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.39245654564144045,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.3117155677736975,0.5690187820443628,0.8016509246765616
0.8277783884942778,0.3376194349972079,0.6550943920245369,0.8016509246765616
0.8277783884942778,0.3477943328719765,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.3722713011745047,0.581875287252918,0.8016509246765616
0.8277783884942778,0.31030414605664364,0.5807126358857355,0.8016509246765616
0.8277783884942778,0.39245654564144045,0.5706537092491101,0.8016509246765616
0.8277783884942778,0.39245654564144045,0.7575011043284576,0.8016509246765616
0.8277783884942778,0.35817296258324655,0.5673838548396157,0.8016509246765616
0.8277783884942778,0.3465586138808593,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.4650130064520145,0.7984319500164163,0.8016509246765616
0.8277783884942778,0.45041626211256797,0.8016509246765616,0.8016509246765616
0.8277783884942778,0.4499229846096548,0.7649254111158026,0.8016509246765616
0.8277783884942778,0.38285039242060037,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.37048031290752936,0.562718005866762,0.8016509246765616
0.8277783884942778,0.3484549445844015,0.572979011983475,0.8016509246765616
0.8277783884942778,0.35570666144434,0.6426140499705032,0.8016509246765616
0.8277783884942778,0.3607014035213028,0.5690187820443628,0.8016509246765616
0.8277783884942778,0.4074243292120182,0.7346378468753342,0.8016509246765616
0.8277783884942778,0.3919007564111719,0.6995557655429303,0.8016509246765616
0.8277783884942778,0.35628997950348634,0.5690187820443628,0.8016509246765616
0.8277783884942778,0.3590874174240915,0.6459727988606073,0.8016509246765616
0.8277783884942778,0.39245654564144045,0.7575011043284576,0.8016509246765616
0.8277783884942778,0.31030414605664364,0.6083132540548587,0.8016509246765616
0.8277783884942778,0.39245654564144045,0.6094759054220411,0.8016509246765616
0.8277783884942778,0.33943035384119696,0.5673838548396157,0.8016509246765616
0.8277783884942778,0.3867725206018896,0.5673838548396157,0.8016509246765616
0.8277783884942778,0.35817296258324655,0.6994269160319003,0.8016509246765616
0.8277783884942778,0.38510515291108394,0.8016509246765616,0.8016509246765616
0.8277783884942778,0.3607014035213028,0.7346378468753342,0.8016509246765616
